"FORMAL","ESTRATO","DEPARTAMENTO","SEXO","ESTADO_CIVIL","TRAB_VEN","EDAD","HORAS_TRAB_SEM","INGRESO_D","INGRESO_E"
"No","Bajo","ANCASH","Mujer","Soltero/a","No",20,54,180,49
"No","Medio","ANCASH","Hombre","Conviviente","Sí",24,77,530,0
"No","Medio","ANCASH","Mujer","Conviviente","No",22,6,55,20
"No","Medio","ANCASH","Hombre","Conviviente","Sí",26,72,330,42
"No","Medio","ANCASH","Hombre","Viudo/a","Sí",33,72,460,0
"No","Medio","ANCASH","Hombre","Conviviente","No",25,66,468,0
"No","Medio","ANCASH","Hombre","Separado","Sí",33,72,460,0
"No","Medio","ANCASH","Hombre","Separado","Sí",23,72,460,0
"No","Medio","ANCASH","Mujer","Conviviente","Sí",32,48,930,0
NA,"Medio","ANCASH","Hombre","Conviviente","Sí",27,30,NA,NA
NA,"Medio","ANCASH","Mujer","Conviviente","No",33,24,NA,NA
NA,"Medio","ANCASH","Hombre","Soltero/a","No",17,78,NA,NA
NA,"Medio alto","ANCASH","Hombre","Conviviente","Sí",24,20,NA,NA
NA,"Medio alto","ANCASH","Mujer","Conviviente","No",21,4,NA,NA
NA,"Medio alto","ANCASH","Hombre","Conviviente","Sí",48,67,NA,NA
"No","Medio alto","ANCASH","Mujer","Separado","No",31,48,800,0
"No","Medio alto","ANCASH","Mujer","Separado","Sí",26,25,400,50
"No","Medio alto","ANCASH","Hombre","Soltero/a","No",24,84,300,49
NA,"Alto","ANCASH","Hombre","Conviviente","Sí",31,18,NA,NA
"No","Alto","ANCASH","Hombre","Casado/a","Sí",58,84,400,0
"Sí","Alto","ANCASH","Mujer","Casado/a","Sí",51,18,400,0
"No","Alto","ANCASH","Hombre","Conviviente","Sí",22,48,250,0
NA,"Alto","ANCASH","Mujer","Conviviente","Sí",28,5,NA,NA
"No","Medio alto","ANCASH","Mujer","Conviviente","No",38,36,400,0
NA,"Medio alto","ANCASH","Hombre","Conviviente","Sí",39,50,NA,NA
NA,"Medio alto","ANCASH","Hombre","Conviviente","Sí",26,66,NA,NA
"No","Medio","ANCASH","Hombre","Casado/a","Sí",47,42,350,0
"No","Medio","ANCASH","Mujer","Casado/a","Sí",53,3,300,0
"No","Medio","ANCASH","Mujer","Soltero/a","No",15,63,200,0
"No","Medio","ANCASH","Mujer","Separado","Sí",41,78,186,48
NA,"Medio","ANCASH","Mujer","Conviviente","No",22,30,NA,NA
"No","Medio alto","ANCASH","Mujer","Soltero/a","No",27,50,150,0
"No","Medio alto","ANCASH","Hombre","Conviviente","Sí",22,25,60,0
NA,"Medio alto","ANCASH","Hombre","Conviviente","Sí",28,16,NA,NA
NA,"Medio alto","ANCASH","Hombre","Conviviente","No",24,24,NA,NA
"No","Medio alto","ANCASH","Hombre","Separado","Sí",35,19,130,0
"No","Medio alto","ANCASH","Mujer","Soltero/a","No",20,39,300,24
"No","Medio alto","ANCASH","Hombre","Soltero/a","No",17,78,180,42
"No","Medio alto","ANCASH","Hombre","Soltero/a","No",15,63,140,42
"No","Alto","ANCASH","Hombre","Casado/a","No",21,30,20,5
NA,"Medio alto","ANCASH","Mujer","Conviviente","Sí",21,28,NA,NA
"No","Medio alto","ANCASH","Mujer","Separado","Sí",41,72,100,0
NA,"Alto","ANCASH","Hombre","Conviviente","Sí",27,78,NA,NA
"No","Alto","ANCASH","Mujer","Conviviente","Sí",27,9,30,6
"No","Alto","ANCASH","Hombre","Conviviente","Sí",28,72,300,42
"No","Alto","ANCASH","Hombre","Conviviente","No",25,63,60,0
"No","Alto","ANCASH","Mujer","Conviviente","No",21,27,90,0
"No","Alto","ANCASH","Hombre","Conviviente","Sí",39,48,280,32
"No","Alto","ANCASH","Hombre","Conviviente","No",31,50,60,0
"No","Alto","ANCASH","Mujer","Conviviente","No",25,42,210,0
"No","Alto","ANCASH","Hombre","Conviviente","Sí",35,30,240,0
"No","Alto","ANCASH","Mujer","Conviviente","Sí",38,42,222,0
"No","Alto","ANCASH","Mujer","Conviviente","Sí",42,42,222,0
"No","Alto","ANCASH","Hombre","Conviviente","Sí",35,30,240,0
NA,"Alto","ANCASH","Hombre","Conviviente","Sí",52,18,NA,NA
"Sí","Alto","ANCASH","Mujer","Conviviente","Sí",40,60,250,0
NA,"Alto","ANCASH","Hombre","Soltero/a","Sí",25,70,NA,NA
NA,"Alto","ANCASH","Mujer","Soltero/a","No",19,84,NA,NA
"No","Alto","ANCASH","Hombre","Soltero/a","Sí",28,72,350,0
NA,"Medio alto","ANCASH","Hombre","Conviviente","Sí",56,12,NA,NA
"No","Medio alto","ANCASH","Hombre","Soltero/a","No",16,8,40,11
"No","Medio alto","ANCASH","Hombre","Soltero/a","No",43,41,40,0
NA,"Medio alto","ANCASH","Hombre","Soltero/a","Sí",18,60,NA,NA
"No","Medio","AREQUIPA","Mujer","Separado","Sí",55,84,35,0
"Sí","Medio","AREQUIPA","Hombre","Conviviente","Sí",37,49,1200,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",22,52,500,0
"No","Medio","AREQUIPA","Hombre","Casado/a","Sí",34,77,850,0
"No","Medio","AREQUIPA","Mujer","Casado/a","Sí",39,21,400,0
"No","Medio","AREQUIPA","Mujer","Separado","Sí",39,48,300,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","No",17,36,40,10
NA,"Bajo","AREQUIPA","Hombre","Conviviente","Sí",29,82,NA,NA
"Sí","Bajo","AREQUIPA","Mujer","Conviviente","Sí",25,95,1200,0
"No","Bajo","AREQUIPA","Hombre","Soltero/a","No",18,48,1100,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",31,26,1600,0
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",30,36,1200,0
"No","Medio bajo","AREQUIPA","Mujer","Casado/a","Sí",31,82,315,0
"No","Medio bajo","AREQUIPA","Hombre","Casado/a","Sí",33,99,465,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",26,83,500,0
NA,"Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",35,72,NA,NA
NA,"Medio bajo","AREQUIPA","Hombre","Soltero/a","No",15,57,NA,NA
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",29,54,30,7
"Sí","Medio bajo","AREQUIPA","Mujer","Separado","Sí",41,48,965,0
NA,"Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",53,13,NA,NA
"No","Medio","AREQUIPA","Mujer","Soltero/a","Sí",35,72,550,96
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",33,62,NA,NA
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",33,72,1000,0
NA,"Medio","AREQUIPA","Mujer","Conviviente","Sí",30,14,NA,NA
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",29,60,750,0
"Sí","Medio","AREQUIPA","Hombre","Casado/a","Sí",44,37,250,0
NA,"Medio","AREQUIPA","Mujer","Casado/a","No",40,36,NA,NA
NA,"Medio","AREQUIPA","Hombre","Soltero/a","No",18,25,NA,NA
"No","Medio","AREQUIPA","Hombre","Soltero/a","No",16,20,60,0
NA,"Medio","AREQUIPA","Hombre","Soltero/a","No",25,48,NA,NA
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",25,60,300,0
"Sí","Medio","AREQUIPA","Mujer","Conviviente","Sí",19,60,600,0
"Sí","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",27,78,1000,0
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",27,66,930,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",32,48,NA,NA
"No","Medio alto","AREQUIPA","Hombre","Conviviente","Sí",29,40,300,0
"Sí","Medio alto","AREQUIPA","Hombre","Conviviente","Sí",39,54,450,96
"No","Medio alto","AREQUIPA","Mujer","Conviviente","Sí",38,54,250,48
"No","Medio alto","AREQUIPA","Mujer","Soltero/a","Sí",20,60,150,48
NA,"Medio alto","AREQUIPA","Hombre","Casado/a","Sí",48,48,NA,NA
NA,"Medio alto","AREQUIPA","Mujer","Casado/a","Sí",48,48,NA,NA
"Sí","Medio bajo","AREQUIPA","Mujer","Soltero/a","Sí",40,50,500,0
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",23,56,250,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",24,56,300,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",54,56,540,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",19,60,600,0
"No","Medio","AREQUIPA","Mujer","Casado/a","Sí",28,4,20,0
NA,"Medio","AREQUIPA","Hombre","Casado/a","Sí",32,47,NA,NA
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",30,42,1300,0
"No","Medio","AREQUIPA","Hombre","Casado/a","Sí",62,42,500,0
"No","Medio","AREQUIPA","Mujer","Casado/a","Sí",58,56,30,0
"No","Medio","AREQUIPA","Hombre","Separado","Sí",38,48,230,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",31,32,27,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","No",20,60,370,0
"No","Medio","AREQUIPA","Hombre","Conviviente","No",21,54,230,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",31,60,350,50
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",28,45,300,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",32,60,360,0
"No","Medio","AREQUIPA","Mujer","Soltero/a","Sí",31,48,300,0
"Sí","Medio alto","AREQUIPA","Hombre","Conviviente","Sí",31,48,930,192
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",44,52,300,0
"No","Medio alto","AREQUIPA","Hombre","Conviviente","Sí",35,60,930,0
"No","Medio alto","AREQUIPA","Mujer","Conviviente","Sí",34,48,930,0
"No","Medio alto","AREQUIPA","Mujer","Soltero/a","Sí",26,60,930,0
"No","Medio alto","AREQUIPA","Mujer","Conviviente","Sí",41,72,500,36
NA,"Medio alto","AREQUIPA","Hombre","Soltero/a","Sí",20,28,NA,NA
"No","Medio alto","AREQUIPA","Hombre","Conviviente","Sí",25,60,300,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",33,40,930,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",33,40,930,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",32,55,420,48
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",22,5,25,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",37,66,520,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",25,51,480,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",44,54,300,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","No",18,25,520,0
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",31,50,NA,NA
"Sí","Medio","AREQUIPA","Hombre","Casado/a","Sí",37,44,1350,0
"No","Medio","AREQUIPA","Mujer","Separado","Sí",40,28,100,30
"Sí","Medio","AREQUIPA","Hombre","Conviviente","Sí",30,84,300,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",28,12,20,0
"No","Medio","AREQUIPA","Hombre","Divorciado/a","Sí",53,51,400,50
NA,"Medio","AREQUIPA","Mujer","Casado/a","Sí",37,12,NA,NA
NA,"Medio","AREQUIPA","Hombre","Casado/a","Sí",37,74,NA,NA
"Sí","Medio","AREQUIPA","Hombre","Conviviente","Sí",34,51,550,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",33,4,NA,NA
NA,"Medio","AREQUIPA","Mujer","Soltero/a","Sí",29,64,NA,NA
"Sí","Medio alto","AREQUIPA","Mujer","Soltero/a","No",24,54,400,0
NA,"Alto","AREQUIPA","Hombre","Conviviente","No",30,60,NA,NA
"No","Alto","AREQUIPA","Hombre","Casado/a","Sí",30,10,800,0
"Sí","Alto","AREQUIPA","Mujer","Casado/a","Sí",30,10,0,300
NA,"Medio","AREQUIPA","Mujer","Conviviente","No",19,16,NA,NA
NA,"Medio","AREQUIPA","Hombre","Conviviente","No",20,33,NA,NA
NA,"Medio alto","AREQUIPA","Mujer","Soltero/a","Sí",30,64,NA,NA
NA,"Medio alto","AREQUIPA","Mujer","Soltero/a","No",26,52,NA,NA
"Sí","Medio alto","AREQUIPA","Hombre","Soltero/a","Sí",30,94,522,0
"No","Medio alto","AREQUIPA","Mujer","Conviviente","Sí",21,48,1900,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",27,57,450,0
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",20,60,200,150
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",25,52,420,0
"Sí","Medio","AREQUIPA","Hombre","Conviviente","Sí",24,50,1200,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",24,45,25,0
"No","Medio alto","AREQUIPA","Hombre","Conviviente","No",25,51,400,192
"No","Medio alto","AREQUIPA","Mujer","Soltero/a","Sí",43,6,50,0
"No","Medio alto","AREQUIPA","Hombre","Soltero/a","No",15,53,650,0
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",29,35,NA,NA
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",24,48,480,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",26,47,800,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",30,64,150,0
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",34,40,NA,NA
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",31,29,NA,NA
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",23,62,800,140
"No","Medio","AREQUIPA","Mujer","Separado","Sí",46,54,480,260
"No","Medio","AREQUIPA","Mujer","Separado","Sí",30,14,50,8
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",37,54,400,0
NA,"Medio","AREQUIPA","Mujer","Soltero/a","Sí",30,40,NA,NA
"Sí","Medio","AREQUIPA","Hombre","Casado/a","Sí",48,32,463,96
"No","Medio","AREQUIPA","Mujer","Separado","Sí",58,0,1200,0
"Sí","Medio","AREQUIPA","Hombre","Soltero/a","Sí",26,78,1170,0
NA,"Medio","AREQUIPA","Mujer","Conviviente","Sí",28,25,NA,NA
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",29,41,480,54
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",25,42,480,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",24,72,1200,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",35,66,1440,0
"No","Medio","AREQUIPA","Mujer","Separado","Sí",39,54,450,0
"No","Medio","AREQUIPA","Mujer","Separado","Sí",35,66,465,0
NA,"Medio","AREQUIPA","Mujer","Separado","No",72,6,NA,NA
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","No",35,98,NA,NA
"Sí","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",36,77,2300,630
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","No",25,41,NA,NA
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","No",24,65,1200,240
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",37,60,NA,NA
NA,"Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",27,36,NA,NA
NA,"Medio bajo","AREQUIPA","Hombre","Soltero/a","No",16,90,NA,NA
NA,"Medio bajo","AREQUIPA","Mujer","Separado","No",62,16,NA,NA
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","No",23,52,1000,128
"Sí","Medio bajo","AREQUIPA","Hombre","Casado/a","No",36,32,560,126
"No","Medio bajo","AREQUIPA","Mujer","Viudo/a","No",65,14,120,0
"No","Medio bajo","AREQUIPA","Mujer","Divorciado/a","Sí",52,0,900,0
"No","Medio bajo","AREQUIPA","Mujer","Separado","Sí",27,16,80,0
"Sí","Bajo","AREQUIPA","Mujer","Conviviente","Sí",29,45,1000,0
"No","Bajo","AREQUIPA","Mujer","Casado/a","Sí",40,60,930,0
"Sí","Bajo","AREQUIPA","Hombre","Casado/a","No",43,56,2000,182
"No","Bajo","AREQUIPA","Mujer","Conviviente","No",33,48,450,100
NA,"Bajo","AREQUIPA","Hombre","Conviviente","Sí",37,109,NA,NA
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",28,57,500,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",22,48,3000,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",22,48,2500,0
"Sí","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",28,36,140,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",31,84,NA,NA
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",27,69,200,0
"No","Medio","AREQUIPA","Mujer","Conviviente","No",31,54,830,0
"No","Medio","AREQUIPA","Mujer","Soltero/a","Sí",27,54,160,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",51,84,60,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",54,54,180,54
"Sí","Medio alto","AREQUIPA","Hombre","Conviviente","Sí",30,65,800,0
"Sí","Medio alto","AREQUIPA","Mujer","Conviviente","No",25,53,300,42
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",38,46,250,0
"Sí","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",35,72,1200,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",31,52,400,0
"No","Medio bajo","AREQUIPA","Hombre","Casado/a","Sí",33,60,1500,0
"No","Medio bajo","AREQUIPA","Mujer","Casado/a","No",29,48,1000,0
"No","Medio bajo","AREQUIPA","Mujer","Soltero/a","No",26,60,930,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",22,60,930,0
"No","Medio","AREQUIPA","Mujer","Casado/a","Sí",49,6,10,5
"No","Medio","AREQUIPA","Hombre","Casado/a","Sí",64,48,930,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",32,35,1000,0
"No","Medio bajo","AREQUIPA","Hombre","Separado","Sí",48,52,270,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",27,48,NA,NA
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",27,54,1500,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",36,84,NA,NA
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",26,84,1000,60
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",33,60,1050,0
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",33,119,NA,NA
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",60,72,180,48
"No","Medio","AREQUIPA","Mujer","Separado","Sí",40,48,236,0
NA,"Medio","AREQUIPA","Mujer","Soltero/a","No",15,9,NA,NA
NA,"Medio","AREQUIPA","Mujer","Soltero/a","Sí",70,49,NA,NA
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",25,60,300,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",21,54,180,40
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",27,51,600,0
"No","Medio bajo","AREQUIPA","Hombre","Separado","No",24,22,45,8
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",25,34,400,0
"No","Medio alto","AREQUIPA","Mujer","Conviviente","Sí",50,20,35,6
NA,"Medio alto","AREQUIPA","Hombre","Conviviente","Sí",57,12,NA,NA
"Sí","Medio alto","AREQUIPA","Hombre","Soltero/a","Sí",32,70,280,0
"No","Medio alto","AREQUIPA","Hombre","Soltero/a","Sí",21,71,700,0
"No","Medio alto","AREQUIPA","Hombre","Soltero/a","Sí",26,48,50,7
NA,"Medio alto","AREQUIPA","Hombre","Soltero/a","No",27,98,NA,NA
NA,"Medio alto","AREQUIPA","Hombre","Soltero/a","Sí",23,98,NA,NA
NA,"Medio alto","AREQUIPA","Hombre","Conviviente","Sí",32,95,NA,NA
"No","Medio alto","AREQUIPA","Mujer","Conviviente","No",26,61,180,0
NA,"Medio","AREQUIPA","Mujer","Separado","Sí",50,38,NA,NA
NA,"Medio","AREQUIPA","Mujer","Separado","Sí",30,60,NA,NA
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",34,48,1000,84
"No","Medio","AREQUIPA","Mujer","Conviviente","No",28,48,465,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",23,72,1600,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",34,105,1000,400
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",33,98,1000,0
NA,"Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",46,30,NA,NA
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",45,42,350,54
NA,"Medio bajo","AREQUIPA","Mujer","Conviviente","No",29,24,NA,NA
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",39,41,NA,NA
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",33,48,930,192
"Sí","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",34,42,930,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",41,48,320,0
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",39,50,460,0
"No","Medio bajo","AREQUIPA","Hombre","Casado/a","Sí",34,48,450,96
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",31,48,400,0
NA,"Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",41,32,NA,NA
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","No",22,66,240,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","No",34,78,50,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",33,41,NA,NA
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",39,52,250,0
NA,"Medio bajo","AREQUIPA","Mujer","Conviviente","No",33,30,NA,NA
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",43,57,NA,NA
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",29,62,NA,NA
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",27,54,300,72
"No","Medio","AREQUIPA","Mujer","Soltero/a","Sí",23,72,650,0
"No","Medio","AREQUIPA","Hombre","Conviviente","No",26,70,300,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",40,50,420,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",31,54,330,78
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",20,58,460,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",22,48,180,48
"No","Medio","AREQUIPA","Mujer","Casado/a","Sí",50,54,40,15
NA,"Medio","AREQUIPA","Hombre","Casado/a","Sí",62,84,NA,NA
"No","Medio","AREQUIPA","Mujer","Soltero/a","No",19,28,682,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",28,56,420,0
"No","Medio","AREQUIPA","Mujer","Conviviente","Sí",29,63,1050,120
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",22,66,400,0
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",30,83,300,0
NA,"Medio","AREQUIPA","Hombre","Conviviente","Sí",34,70,NA,NA
"No","Medio","AREQUIPA","Hombre","Soltero/a","Sí",24,54,600,112
"No","Medio","AREQUIPA","Hombre","Conviviente","Sí",50,48,650,0
"No","Medio","AREQUIPA","Hombre","Soltero/a","No",17,38,500,80
"No","Medio","AREQUIPA","Hombre","Conviviente","No",31,44,350,50
"No","Medio","AREQUIPA","Mujer","Conviviente","No",30,60,400,40
"Sí","Medio","AREQUIPA","Mujer","Separado","Sí",34,72,500,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",38,47,NA,NA
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",43,72,400,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",24,52,813,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",25,62,500,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",39,52,NA,NA
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",39,15,90,0
NA,"Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",45,42,NA,NA
NA,"Medio bajo","AREQUIPA","Hombre","Casado/a","Sí",60,63,NA,NA
"Sí","Medio bajo","AREQUIPA","Mujer","Casado/a","Sí",58,9,232,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",52,84,1300,0
"Sí","Medio bajo","AREQUIPA","Mujer","Soltero/a","Sí",32,49,417,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",30,84,1300,0
"No","Bajo","AREQUIPA","Hombre","Conviviente","Sí",28,42,987,120
"No","Bajo","AREQUIPA","Mujer","Conviviente","No",24,52,475,0
"No","Medio bajo","AREQUIPA","Mujer","Soltero/a","Sí",28,50,90,0
"Sí","Medio bajo","AREQUIPA","Mujer","Separado","Sí",33,38,400,0
"No","Medio bajo","AREQUIPA","Hombre","Casado/a","Sí",33,48,600,0
NA,"Medio bajo","AREQUIPA","Mujer","Casado/a","No",30,12,NA,NA
"No","Medio bajo","AREQUIPA","Mujer","Separado","Sí",44,66,465,0
"No","Medio bajo","AREQUIPA","Mujer","Soltero/a","No",22,60,930,144
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",29,56,1200,0
"No","Medio bajo","AREQUIPA","Hombre","Casado/a","Sí",55,44,820,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",25,58,930,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",23,60,425,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","No",21,40,900,0
"No","Medio bajo","AREQUIPA","Hombre","Soltero/a","Sí",39,48,250,0
"No","Medio bajo","AREQUIPA","Hombre","Conviviente","Sí",37,40,320,48
"No","Medio bajo","AREQUIPA","Mujer","Conviviente","Sí",39,51,275,48
"No","Medio alto","AREQUIPA","Mujer","Separado","Sí",44,78,350,0
